Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
4uDn9TnTbugPpZwXPev7p1xotPgjnJ8q94Bk1vEThTAtARfQ3cJz9wYS2CicbCrKkSkAuATYbxTEA8WCoh1zpXJJ,1777474031,2026-04-29T14:47:11,0.000014657,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,935029,359562577,358627548,So11111111111111111111111111111111111111111,9,1.0
LJv8E5o6VmybiByuintBAvr4Vwjcz3h6yQ1WjQNkU1fK1c7wWbzdvPsgvSMDDo5sZFpvEWsiAsBRmZdNmxskRqD,1777473290,2026-04-29T14:34:50,0.000015054,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2975631,362538208,359562577,So11111111111111111111111111111111111111111,9,1.0
3jicTAw2ddQjBiJHpEDcgDhkf2QVd3TKQmyJDQMECwDR5sAD1qZdiJS8syPN8rKpJvGaLFwk2Tudh7KibJkjkL52,1777473013,2026-04-29T14:30:13,0.000015919,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,939235,363477443,362538208,So11111111111111111111111111111111111111111,9,1.0
2YEKAiHiG1LK6tAnxqsCpea8qj5CzipXam7MWaSoP5QmAuKWUMEaxSE9QjQGSPM3agBX6gjLMvkdpy9KJqaWcFox,1777472608,2026-04-29T14:23:28,0.000015316,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2976506,366453949,363477443,So11111111111111111111111111111111111111111,9,1.0
4hFAXjV6orQ8qgEngoxP6VHEenVptGZRTqMK7LHM9FiKuB1LzzBhmTS6p9PwG116bQ5Yfc67yNBBeJLKYcsuELob,1777470918,2026-04-29T13:55:18,0.000016761,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,942043,367395992,366453949,So11111111111111111111111111111111111111111,9,1.0
3EztTc8FRNf9YfqiXHYiWzQsJmxLwdQbsTbMXQPuGhL2kaUpthHboxKbBdGazkMCKHo9vgA3tZMS4CyD6gBj6Pqh,1777469575,2026-04-29T13:32:55,0.000029378,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3058180,370454172,367395992,So11111111111111111111111111111111111111111,9,1.0
5yhfqtehtpxSn85LnLi61DRSNwiLEBD2R2AZTLUsZk2BFnucHhz6398aT2JRDpSgeJtm7Crvwe3wgBr7Aj9dDnjQ,1777468688,2026-04-29T13:18:08,0.000013373,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2970029,373424201,370454172,So11111111111111111111111111111111111111111,9,1.0
4E41Bhj4qfQiz3DM2Z735LNLzSWwatqgcLSs1Rk97vSpEpkqV8pUMGRqQ5WNiDrpDLRcfzJz4UwEjKJNJnYDyB5Y,1777468196,2026-04-29T13:09:56,0.000014497,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934497,374358698,373424201,So11111111111111111111111111111111111111111,9,1.0
2eh28eEEE7zR2DyCHRXxc3a3qZ9kHihEKEL8ygQzJKLtSyt2kvDJzpRN3dKHKPkd6byUWA1ZDfhbC6PRnToHqJ7A,1777467834,2026-04-29T13:03:54,0.000014857,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,935694,375294392,374358698,So11111111111111111111111111111111111111111,9,1.0
3qCx68g15xR6U2Sh8BsPDXXE1f2YgLXKfYtVFPr4BbiURw2VKf36duGyG2zt9ZAmTxuGLCn5mUJgZ6xMbK1vHsCo,1777467410,2026-04-29T12:56:50,0.000018143,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,946649,376241041,375294392,So11111111111111111111111111111111111111111,9,1.0
4vYNWJfwhxodi6ULiHb87ihYnBUYbaJVGVJAm1GBeS2MPqUe5ZMf8jhZVozNy1YFSogDASaJjvPqGWy3QXzYaguB,1777465847,2026-04-29T12:30:47,0.000016235,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,940288,377181329,376241041,So11111111111111111111111111111111111111111,9,1.0
4WmQAdouvD1pSMyJSbXdUJJTrfa7noVeoX1pCfpqzpXffyqXkQDX4CfC7vkYfyCYvEwHpAkeQmXqh1KXdexkDvFu,1777465288,2026-04-29T12:21:28,0.000028247,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5128490,382309819,377181329,So11111111111111111111111111111111111111111,9,1.0
4DDwSece7jz5pyko8PQCE13jJaWFsGZaDattFX23aWhuubjKtJkM8aekyUTKvyFMxaMvBCB9kQ53VZZcTVPPJJuT,1777465199,2026-04-29T12:19:59,0.000019361,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,950710,383260529,382309819,So11111111111111111111111111111111111111111,9,1.0
2Ew6uNWhrBaT4qxPd1yfobMqrHS5wzw1Xg8qQxBdVePEKAPv2xeb2kHoP9RVPaFkrLt8X4R48pkhh4iPVSaUVxV3,1777465176,2026-04-29T12:19:36,0.000023142,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3037393,386297922,383260529,So11111111111111111111111111111111111111111,9,1.0
4627LbjVSiorb3cFcZvuaDVw46PQH8aJAQRVu2VVy3XaYeAFfTWJijSpAvkimpPSUJdiuxsxS1bBPt6NWC8PLUUe,1777465159,2026-04-29T12:19:19,0.000023066,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,963058,387260980,386297922,So11111111111111111111111111111111111111111,9,1.0
22td69RoJiLwy2bKSDTYXHmswR6vnxpKtDJpWGsv8DUzb1ETPZsxK48Gr7o3vr6d1H2Gq83LKDG6mtiRtwQXdcQ7,1777464965,2026-04-29T12:16:05,0.000028626,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3055673,390316653,387260980,So11111111111111111111111111111111111111111,9,1.0
3yWWNyN7jgNS3s44A8pyxFdxviWyAbpA5wzPrRdSH64tbooCAUcmZGbz2uMZ2yKDz8ASXEiwgfrmZ3vNWYmCgM49,1777464938,2026-04-29T12:15:38,0.000021012,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,956212,391272865,390316653,So11111111111111111111111111111111111111111,9,1.0
3nb9ReZAYgk1rFt8NBDbWRKqufLkfqFa8eTCQYEj6BEN4FgsFS5pq8FUjNv63UNRTA1pv2Wup4yfh5t17jgFpdgG,1777464876,2026-04-29T12:14:36,0.000020925,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3030003,394302868,391272865,So11111111111111111111111111111111111111111,9,1.0
4kCHCmJ2dVTGbTt2SZtPwAtK5uYdDkJhCi4mSH8bLShHDXK1nFXEQgHS4Y38ngPZLzZbUT2AonbSNNnnWVGUcsgU,1777464043,2026-04-29T12:00:43,0.000015099,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,936503,395239371,394302868,So11111111111111111111111111111111111111111,9,1.0
2Xah3ZRSALNL3EpgzLNXdyPR887zDn681pBWJpRiJNXGL6hiddQx4bXqX7KhTfsdxU5P4tJbwtsBu7XvSPVU57ds,1777462562,2026-04-29T11:36:02,0.000015368,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,937399,396176770,395239371,So11111111111111111111111111111111111111111,9,1.0
vhN45NJxxYcCtuMtZpM43XFYrQYcuSJbPkGhd3GCSe2SraWivkGJdUtSMXgBJ2WyH2ZMZNnS1PTHTf1yvKmMnL1,1777461300,2026-04-29T11:15:00,0.000009477,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,917762,397094532,396176770,So11111111111111111111111111111111111111111,9,1.0
3nRxnW9Ajfqm6uz4v21r6NTm4akakc4EhfnAFTnXH3nV2TnCdTR1mASM6XdqxsK2ZS4EnYQZrEbssorZpSio4EBy,1777461254,2026-04-29T11:14:14,0.000009503,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2957130,400051662,397094532,So11111111111111111111111111111111111111111,9,1.0
4gtEgSy8WmgvtEjAVH1y7qV9eRADptpSpmG8G8ZaUDFcmmaDPVioY7W813iQdrRNJydNdFLLn5cvJkrQ3CYqKtgF,1777460869,2026-04-29T11:07:49,0.000011031,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,922942,400974604,400051662,So11111111111111111111111111111111111111111,9,1.0
WhppHyJHAWfFS6YHH7i74LUFE3e3C8YEidmz5VkMFG3ei1QuzkzZG8MMXWtBNWZP9qnn2stPvGrUv7FjvtNqpeT,1777460856,2026-04-29T11:07:36,0.000008739,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,915301,401889905,400974604,So11111111111111111111111111111111111111111,9,1.0
25h24UEtAtRA6sKDdwMoK1cYu2k3YGZ1e4PXoKD2qk1bPZrCLFRMk5LoSz24QLNkuoa45gaguAb5mmVGwWm9eqKk,1777460123,2026-04-29T10:55:23,0.000011,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,922838,402812743,401889905,So11111111111111111111111111111111111111111,9,1.0
UUU7sL1wk5FWNWnFLENwVRREPxeZCeBJoQVqwd8gNFakXzMuHwfrakYhVLM2mhhZYCkrQ58CX7yuPtvyabJv8vu,1777460072,2026-04-29T10:54:32,0.000019337,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,950629,403763372,402812743,So11111111111111111111111111111111111111111,9,1.0
4eWdF5gpvYFJuHxkUNsRT4UgHJsDdxFsZ77anZKZVsjU8VzNwiqZcSvwkvCyaWmtiKYibxp9a8MrJ6RyyWMAPdvz,1777458994,2026-04-29T10:36:34,0.000016566,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5089551,408852923,403763372,So11111111111111111111111111111111111111111,9,1.0
3bujvHJLwQe1Z1979LfXcazZxEdWkLpaKwddJ5SGmbbJU4ehHq8PbQDH7uyAnupgHvviQxunW8rFUeoPwm2MeWro,1777458883,2026-04-29T10:34:43,0.000011636,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,924958,409777881,408852923,So11111111111111111111111111111111111111111,9,1.0
35S9xmPhuq1ArJVTgnXNbZkCoo5SDVCzhRZosh7kY56cjNpdUX77CLAFoxmzyxtBJtsh23XFbLbpGr8weLwfP7LK,1777458748,2026-04-29T10:32:28,0.00001113,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,923273,410701154,409777881,So11111111111111111111111111111111111111111,9,1.0
4RXipRM1Vn1NEZYHGN7fsvY4TurYuu1ycdWPkxTsVwoEn1sfrNzP6DdPKgUqvNvFNY3VU8aBi2MByJUzS3doN9rg,1777458548,2026-04-29T10:29:08,0.00001652,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3015321,413716475,410701154,So11111111111111111111111111111111111111111,9,1.0
5baH871WitxNY1VGtvty4AhANYLo9aNdKaJvoueEhvF9FhcsGRmEx1Ar8VMGyh9dZ9xS1e9gDghaMcoM87JFsq9i,1777457818,2026-04-29T10:16:58,0.000011185,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,923455,414639930,413716475,So11111111111111111111111111111111111111111,9,1.0
3cL6wW3xBdKrLPKRDSxTQvvHfeh8GS4gtVg5MZ92DxJfXDAj8HvZxRXR4N4yoVXLtZousf2wUuhPMqvzS58JgQHa,1777457782,2026-04-29T10:16:22,0.000010604,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,921520,415561450,414639930,So11111111111111111111111111111111111111111,9,1.0
414oFu6TTEdKq2bYBp4XD1rnHUCiDqLa9pvoYfqtuVwirz3DxCqXZB3zGFrevyykg22LR7agnLffBCREX77CKCSB,1777456018,2026-04-29T09:46:58,0.000012735,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2967901,418529351,415561450,So11111111111111111111111111111111111111111,9,1.0
SvQD56uPAT4HavT1BshePzGyv7Deiu4sZvjbAJtXkWmZCfUUhxp68fGmo73yrLrnhEtn3Enmpu4oQMYXW4ZU32h,1777455756,2026-04-29T09:42:36,0.000010742,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2961260,421490611,418529351,So11111111111111111111111111111111111111111,9,1.0
5L5tKcvw9Jsir75XWC5JPJfHjKpdkke2NC1oayiPbiGaanedxGowZ3LbNb3ZczxFDr5d4w85mjsPWD83QnDcVXEC,1777453074,2026-04-29T08:57:54,0.000010455,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2995103,424485714,421490611,So11111111111111111111111111111111111111111,9,1.0
2aB17bbGjjbXSdmDhwxx2UVqgJscTk8gFtMzLMLf9aELzqQr6etG6EKH4XwgSxmYa1323K1LbMVs3dRWKEntJSZ8,1777452637,2026-04-29T08:50:37,0.00000996,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2958653,427444367,424485714,So11111111111111111111111111111111111111111,9,1.0
4aNH3w3RoNq7wAaiKBmmWAQpHtkAYdoSf3qKcBDabXjrCBBQzawN1d37BZYBUJM5ETJUG2MA4bQXZAhY7JcYshsy,1777452613,2026-04-29T08:50:13,0.000012141,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3000723,430445090,427444367,So11111111111111111111111111111111111111111,9,1.0
nk937Q5um6DwTCLnLwcusAE5Jk6bBFBMMhzxFkiYVEzVw1BywUsKdgmU9yn3Ze8ayDbvxyhw1ui8FP6EWhTDvnf,1777452241,2026-04-29T08:44:01,0.000016553,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,941350,431386440,430445090,So11111111111111111111111111111111111111111,9,1.0
5fFgbBFKeuUd6gT8QJSgHeUTPCxjwR67WajqQWUZtdA2pPYEcWt9CoAFTNSg5JzP1XGanJZvc7tS3JKY9atJc6WM,1777451201,2026-04-29T08:26:41,0.000008757,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2954642,434341082,431386440,So11111111111111111111111111111111111111111,9,1.0
49jaciaCT7b5jb7oxrKR3bXXZ3UBCGpWfQbE2KVvgaEtc3gG538MLvZPe5R135BgXXQc6Mo21PSBgsGXTLFSV4rD,1777450838,2026-04-29T08:20:38,0.00001036,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2959986,437301068,434341082,So11111111111111111111111111111111111111111,9,1.0
4ThGNqAdffj5Mxkv3wDQZRBHQDmkRURppeeNaDusPKXaw1qcXZd3PR59rM7ivhNYVhqv9mkcqqqKD3VymB8hXy1J,1777449655,2026-04-29T08:00:55,0.000016641,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5020202,442321270,437301068,So11111111111111111111111111111111111111111,9,1.0
M9Zgfj5S4b18Wr3Vtq3FEmKKwJRHsJpeLA87eBrFLQbF1qme1CRpWnLmjZq8TyS1U8UhM5FcJwqu5ggrUZzbA8K,1777449635,2026-04-29T08:00:35,0.000016473,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2980363,445301633,442321270,So11111111111111111111111111111111111111111,9,1.0
qUSSSEbp48yGPPrSZw9UjzTNjMFv2j2qDAdeQ5br9ZgiyVEsyzsCuBwCMyXRXu5A1fegLHwzYC36Kk8qVSdhejm,1777449613,2026-04-29T08:00:13,0.000014016,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,14016,445315649,445301633,So11111111111111111111111111111111111111111,9,1.0
2ReEUvtD1pChDTH1YCAsmfRaaExX7XrDCgP4wiASXivLb11B6MsuumHss27c6NVRKXFW7gZDXhQwr5JHavo1L4mo,1777449089,2026-04-29T07:51:29,0.000013407,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,930863,446246512,445315649,So11111111111111111111111111111111111111111,9,1.0
5UsXdFYi3gwLfv6afLxGvra9e283tK7k9s8JRFgzSwhPAroA2UsvQpwi68dSC3jGubbTvTm5xV5BmxYFZ8P4LyaC,1777448570,2026-04-29T07:42:50,0.000014807,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,935527,447182039,446246512,So11111111111111111111111111111111111111111,9,1.0
5gZ4n9tvSzAZZrravBvJiKoiFmnKLyfRzqpwCxpPk2TEpBLn7uBpBmKdsER2KU5DvzNuhUhDEkM3yQqyXwhRsoHW,1777448551,2026-04-29T07:42:31,0.000013042,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,929646,448111685,447182039,So11111111111111111111111111111111111111111,9,1.0
4teXGTMn1fBxXEJocbgZ4pWvkgnEiwSHu75D6WPHWNdfnKuGLyJSueUuEWA8FBTyf6EcLSr9PVQn24HhyeCx7hqB,1777446307,2026-04-29T07:05:07,0.000020484,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,954451,449066136,448111685,So11111111111111111111111111111111111111111,9,1.0
4VVkxebAVNfFhRFELQ7gNiUGkq6tbmVu5vijVEu9z989xsWXN9meFvsdjviqih8DD28kyZfVx8o3ovo2edEu7xis,1777445691,2026-04-29T06:54:51,0.000011771,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,925410,449991546,449066136,So11111111111111111111111111111111111111111,9,1.0
5fCtHEQBJ1PHbMDNtf5fFbFW6jnmtRc4Mhx3iBcPLAFBSQivp6nL7r5qHb6yy4gPSS7FckXu98SSdm5a7HR6c3Jd,1777445676,2026-04-29T06:54:36,0.000013788,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,932133,450923679,449991546,So11111111111111111111111111111111111111111,9,1.0
53YzvGfVV8ewDJVvgsJjizoLCFRULQiRghk6VrAhK3T9ukuSwsKoaBNywJswQAi2oqms3bUSVS1igfQbhBSjHSQM,1777445556,2026-04-29T06:52:36,0.000013401,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,930843,451854522,450923679,So11111111111111111111111111111111111111111,9,1.0
48g8TDjzbbNYbjwaxGtBhEBcgdjXngYtHPnsbswQTTujfh9FwQsT1jUZmdbbYKqgoiA19ZaFfDnBA1aWHakkEaoa,1777445519,2026-04-29T06:51:59,0.000014594,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934818,452789340,451854522,So11111111111111111111111111111111111111111,9,1.0
2TDeWuMJTmhmmRnCga7wB4ze3tnBiipVeJV7uxU61iaBbfhX1GoBSfudzC9bxGbvoSSM65SMbPNkD6MsDqtUKztP,1777445495,2026-04-29T06:51:35,0.000012581,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,928110,453717450,452789340,So11111111111111111111111111111111111111111,9,1.0
5DbD3K6LTnf9Ho7oh21t9AkREF1LWSUboFpf44F3HN1axFpEgLsotLkhSTsgVdJd41yBu3e5krpKTYuubMoPQsB4,1777445388,2026-04-29T06:49:48,0.000014397,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934163,454651613,453717450,So11111111111111111111111111111111111111111,9,1.0
pS1h4x36RrQZJVoedkU6Fc1MbPWUjxeNYP5XwtacURUMM9fJyCx5GusrPemNCjbzsHeEP2QTPVdjcwCe2XyFmS1,1777445226,2026-04-29T06:47:06,0.00001167,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2964353,457615966,454651613,So11111111111111111111111111111111111111111,9,1.0
4PGSkabcnFXhLvHBkcccCnXVda5qDhkKLEarzyuq9PTgL1evPQe8aBHZMCX7TYC7FivdJmSEjuk3FztRyqJkMxgD,1777445061,2026-04-29T06:44:21,0.000018753,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,948683,458564649,457615966,So11111111111111111111111111111111111111111,9,1.0
53nurBg1M7iaWmzGMPGFyP4kmxvk2j47MBgVj3wR1aBWT99CN7Hxr6C9SxwRx3DYtN5dXYmSyCk96yn1GDheFMdP,1777444927,2026-04-29T06:42:07,0.000013828,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2971545,461536194,458564649,So11111111111111111111111111111111111111111,9,1.0
5NhthxnkgvoNVmCcDbiFxd32h1rXA2AeNnHWcRthNHA5SDVotnrmGzdWxqunEXz1ACLLkV8jh8T1YdJcyj6FtiHj,1777444747,2026-04-29T06:39:07,0.000012263,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2966329,464502523,461536194,So11111111111111111111111111111111111111111,9,1.0
4AKFDqghvP5FfiUxaVwQS798Jgi1tLskb44qv36EU6LgmBKgEqPAQk22YctZ4EbTm96jtijBYH9veqKYi3eDEWzZ,1777444559,2026-04-29T06:35:59,0.00001172,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,925239,465427762,464502523,So11111111111111111111111111111111111111111,9,1.0
2XgxmKJcHpcaoMzZW4CepaQwVhmpb9AoLutNLAiLZ3e6DU5RZFZb8hciJDwHpszQmYdU2twU4YPe79vmMaHeqw76,1777444529,2026-04-29T06:35:29,0.000011223,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,923582,466351344,465427762,So11111111111111111111111111111111111111111,9,1.0
2YwZiWDk1shPaasSmUh1N28HBxirhMAuBhp5afYSaMLLv9HAwzT6nZfFacZNv7sRSGtByQjzjuZMLFz7jaa1ir4q,1777444499,2026-04-29T06:34:59,0.000010172,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2959359,469310703,466351344,So11111111111111111111111111111111111111111,9,1.0
jVeRTF9ap7vVjpTJg5dAKRdwHpkvqbtBTUCGRc5RmrCaNHspBNufAqVqtggcbGU31YnuQ52xb2pqKNn6P2md113,1777444433,2026-04-29T06:33:53,0.000011537,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2963909,472274612,469310703,So11111111111111111111111111111111111111111,9,1.0
3fBD6UcjVj6eiCosmj9HUX3Bm2YcuLAZwVM52jBL39ykg3LbC8MtjB9HKUW3MN5wCZbpiegytVNYNYwLQGRjtfbe,1777443852,2026-04-29T06:24:12,0.00001275,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,928673,473203285,472274612,So11111111111111111111111111111111111111111,9,1.0
31jGcsDjMkFXizS7DKL5JEtfDRR2dc4nPAWnj771zmVAVNf5EfBhhJKYHpVL1u25g7jV3QwhsRLTC5xtrSx4wtqz,1777443520,2026-04-29T06:18:40,0.000016597,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2980777,476184062,473203285,So11111111111111111111111111111111111111111,9,1.0
2rSNd6R1VSCLc81BWdtTN1NcumobPoUjVgJD9iqfbPKXcgc1R9NKhgWVqnYEYYCPbJE9MHmkjEjezxwBSda7Eu6H,1777443254,2026-04-29T06:14:14,0.000017642,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3019059,479203121,476184062,So11111111111111111111111111111111111111111,9,1.0
3cTZLUCPDBiYH6fQ6eAHHjpHLPt9rWApTr3oEh3oKvp2SPTE6GhBjPZD4ZnvyvucG2Tqt4raqpfxwoSr8JsUdAeG,1777443199,2026-04-29T06:13:19,0.000015801,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2978122,482181243,479203121,So11111111111111111111111111111111111111111,9,1.0
1ZAJe4AY56VaBz3AhHbLZW2W8n97X4maxPyv1DvyeDpKGSHtJSiCuFJ6FNFSayd2xQFUAcS9yXMKqB5LSMFgmCd,1777443186,2026-04-29T06:13:06,0.000016868,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,3016480,485197723,482181243,So11111111111111111111111111111111111111111,9,1.0
47nU8QhTd3hnqy77LgWR6fqWZVBr4qMfratK168CU9DGnoq9rD8r1qdGn77pEdH8tQD8gpEseHMj2LomWfPoJeCN,1777443174,2026-04-29T06:12:54,0.00001685,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,5020900,490218623,485197723,So11111111111111111111111111111111111111111,9,1.0
e6ZL9UoeXUbhGtaH2BTBBszPzYakqoPUVZvstDFBHmnT25qhAZYimUAJSAS7ZtRJhow7c7wXMCud8Xg59M72Pbs,1777442537,2026-04-29T06:02:17,0.000008241,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2987723,493206346,490218623,So11111111111111111111111111111111111111111,9,1.0
3UmfoFmtGavQknYzpGqLpSaCJrrr1f3Smwy2k5Ck9sisonax8rKtHRhrsUwWaJBnDr1viHfUXpzQqj4kMigfs9cc,1777442480,2026-04-29T06:01:20,0.000010104,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2993933,496200279,493206346,So11111111111111111111111111111111111111111,9,1.0
5gFWPhf9sayGRJvDwdn1KzEWrsZcwua9NMJuy6aQGFkUKV2iFoWhMHYDnGZfjJk7x3rLCPZycdN5b4XHCB7LRWAz,1777442233,2026-04-29T05:57:13,0.000010432,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,920944,497121223,496200279,So11111111111111111111111111111111111111111,9,1.0
2jthcgaPDeLbbn5ptpFGzShPRXYqnNKBhcg5fj6rny568vxrarQZiJnxHzWFF4r7PDUTfFDhR5UAPgdZsRgELqve,1777442135,2026-04-29T05:55:35,0.000014582,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,934780,498056003,497121223,So11111111111111111111111111111111111111111,9,1.0
358pVmqN3KW6sh8zyRKHEwSV4mvRZ3HAF9ZQEfS2QqchB27s4oNMbxQwdWheFxND2Y5BUNS1ukLhMyAFmjnWNi7m,1777441747,2026-04-29T05:49:07,0.000011493,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,2963763,501019766,498056003,So11111111111111111111111111111111111111111,9,1.0
4oGZCCjSKWWBsaKYLyk9GFuB8YHEBTen5Egrx47iTqPg7xZqM5UsvvBbdkKzARWbWaEfbK9hPYd6tkwYumyiBRiy,1777441524,2026-04-29T05:45:24,0.000010271,CfsbuMYm6fYT7CpVHP2WfDWuAEfzwNg6U8TXUZGHprUX,dec,920408,501940174,501019766,So11111111111111111111111111111111111111111,9,1.0
